seed,run_date,run,target,driver,sobol_first_order
20260916,2026-09-16,por,reaches_profitability,pool_rel_in,0.000000
20260916,2026-09-16,por,reaches_profitability,pool_rel_row,0.000652
20260916,2026-09-16,por,reaches_profitability,acq_season_amp,0.000000
20260916,2026-09-16,por,reaches_profitability,seg_mix_exam,0.000916
20260916,2026-09-16,por,reaches_profitability,seg_mix_alevel,0.000000
20260916,2026-09-16,por,reaches_profitability,acq_pct_of_rev,0.003166
20260916,2026-09-16,por,reaches_profitability,acq_launch_ramp,0.000637
20260916,2026-09-16,por,reaches_profitability,shock_rho,0.000000
20260916,2026-09-16,por,reaches_profitability,shock_sd,0.000505
20260916,2026-09-16,por,reaches_profitability,school_seats,0.000298
20260916,2026-09-16,por,reaches_profitability,school_gbp_seat_yr,0.000000
20260916,2026-09-16,por,reaches_profitability,school_win_rate,0.000526
20260916,2026-09-16,por,reaches_profitability,school_rep_pipeline_yr,0.000223
20260916,2026-09-16,por,reaches_profitability,school_renewal,0.000000
20260916,2026-09-16,por,reaches_profitability,school_cycle_m,0.000000
20260916,2026-09-16,por,reaches_profitability,us_sales_tax_eff,0.000116
20260916,2026-09-16,por,reaches_profitability,step_entity_setup_usd,0.000000
20260916,2026-09-16,por,reaches_profitability,step_entity_annual_usd,0.000021
20260916,2026-09-16,por,reaches_profitability,step_cert_setup_usd,0.000533
20260916,2026-09-16,por,reaches_profitability,step_cert_annual_usd,0.000000
20260916,2026-09-16,por,reaches_profitability,step_uk_rep_usd_yr,0.000497
20260916,2026-09-16,por,reaches_profitability,step_counsel_initial_usd,0.000083
20260916,2026-09-16,por,reaches_profitability,step_counsel_market_usd,0.000000
20260916,2026-09-16,por,reaches_profitability,step_office_usd_head_yr,0.000000
20260916,2026-09-16,por,reaches_profitability,step_dpia_audit_usd_yr,0.000000
