seed,run_date,run,target,driver,decile1_mean,decile10_mean,spread,abs_spread
20260916,2026-09-16,por,reaches_profitability,price_uk_sw_gbp,0.190000,0.240000,0.050000,0.050000
20260916,2026-09-16,por,reaches_profitability,price_rel_us,0.201000,0.214500,0.013500,0.013500
20260916,2026-09-16,por,reaches_profitability,price_rel_in,0.200500,0.215500,0.015000,0.015000
20260916,2026-09-16,por,reaches_profitability,price_rel_row,0.195000,0.222500,0.027500,0.027500
20260916,2026-09-16,por,reaches_profitability,price_drift_yr,0.160000,0.258000,0.098000,0.098000
20260916,2026-09-16,por,reaches_profitability,overage_price_frac,0.187500,0.232500,0.045000,0.045000
20260916,2026-09-16,por,reaches_profitability,sessions_per_hh_month,0.181500,0.233500,0.052000,0.052000
20260916,2026-09-16,por,reaches_profitability,sessions_cv,0.207000,0.205000,-0.002000,0.002000
20260916,2026-09-16,por,reaches_profitability,usage_season_amp,0.204000,0.201000,-0.003000,0.003000
20260916,2026-09-16,por,reaches_profitability,churn_base,0.306500,0.122500,-0.184000,0.184000
20260916,2026-09-16,por,reaches_profitability,churn_m1_extra,0.255500,0.170500,-0.085000,0.085000
20260916,2026-09-16,por,reaches_profitability,summer_lapse_pre,0.223000,0.203000,-0.020000,0.020000
20260916,2026-09-16,por,reaches_profitability,progress_continue,0.199000,0.217500,0.018500,0.018500
20260916,2026-09-16,por,reaches_profitability,alevel_continue,0.196000,0.239000,0.043000,0.043000
20260916,2026-09-16,por,reaches_profitability,alevel_exit_rate,0.199000,0.207500,0.008500,0.008500
20260916,2026-09-16,por,reaches_profitability,exam_carryover,0.201000,0.207500,0.006500,0.006500
20260916,2026-09-16,por,reaches_profitability,turns_per_session,0.225000,0.207500,-0.017500,0.017500
20260916,2026-09-16,por,reaches_profitability,tok_in_per_turn,0.213000,0.196000,-0.017000,0.017000
20260916,2026-09-16,por,reaches_profitability,tok_out_per_turn,0.208500,0.214000,0.005500,0.005500
20260916,2026-09-16,por,reaches_profitability,price_in_mtok_usd,0.219500,0.206500,-0.013000,0.013000
20260916,2026-09-16,por,reaches_profitability,price_out_mtok_usd,0.227500,0.203500,-0.024000,0.024000
20260916,2026-09-16,por,reaches_profitability,verify_overhead,0.217000,0.200000,-0.017000,0.017000
20260916,2026-09-16,por,reaches_profitability,gate_fire_rate,0.211000,0.215000,0.004000,0.004000
20260916,2026-09-16,por,reaches_profitability,infer_decline_yr,0.192000,0.220500,0.028500,0.028500
20260916,2026-09-16,por,reaches_profitability,support_min_hh_month,0.208500,0.210000,0.001500,0.001500
20260916,2026-09-16,por,reaches_profitability,support_usd_hr,0.197000,0.204000,0.007000,0.007000
20260916,2026-09-16,por,reaches_profitability,pay_pct,0.205500,0.199500,-0.006000,0.006000
20260916,2026-09-16,por,reaches_profitability,pay_fixed_usd,0.207000,0.201500,-0.005500,0.005500
20260916,2026-09-16,por,reaches_profitability,hosting_hh_usd,0.217500,0.210500,-0.007000,0.007000
20260916,2026-09-16,por,reaches_profitability,verif_cost_usd,0.206000,0.203000,-0.003000,0.003000
20260916,2026-09-16,por,reaches_profitability,minutes_per_item,0.218500,0.198500,-0.020000,0.020000
20260916,2026-09-16,por,reaches_profitability,examiner_rate_gbp_hr,0.226500,0.203000,-0.023500,0.023500
20260916,2026-09-16,por,reaches_profitability,writer_gbp_item,0.219000,0.188500,-0.030500,0.030500
20260916,2026-09-16,por,reaches_profitability,items_per_unit,0.245000,0.188500,-0.056500,0.056500
20260916,2026-09-16,por,reaches_profitability,board_reuse,0.188000,0.227000,0.039000,0.039000
20260916,2026-09-16,por,reaches_profitability,market_reuse,0.200000,0.206000,0.006000,0.006000
20260916,2026-09-16,por,reaches_profitability,reval_frac_yr,0.244500,0.190000,-0.054500,0.054500
20260916,2026-09-16,por,reaches_profitability,eng_usd_yr,0.233500,0.185500,-0.048000,0.048000
20260916,2026-09-16,por,reaches_profitability,uk_gbp_yr,0.207500,0.196500,-0.011000,0.011000
20260916,2026-09-16,por,reaches_profitability,overhead_mult,0.219500,0.203000,-0.016500,0.016500
20260916,2026-09-16,por,reaches_profitability,units_per_content_head,0.197000,0.197500,0.000500,0.000500
20260916,2026-09-16,por,reaches_profitability,eng_ramp_mult,0.209500,0.205500,-0.004000,0.004000
20260916,2026-09-16,por,reaches_profitability,cac_anchor_usd,0.542000,0.005000,-0.537000,0.537000
20260916,2026-09-16,por,reaches_profitability,cac_rel_us,0.263000,0.191500,-0.071500,0.071500
20260916,2026-09-16,por,reaches_profitability,cac_rel_in,0.209500,0.203500,-0.006000,0.006000
20260916,2026-09-16,por,reaches_profitability,cac_rel_row,0.225000,0.197500,-0.027500,0.027500
20260916,2026-09-16,por,reaches_profitability,sat_kappa,0.300000,0.133500,-0.166500,0.166500
20260916,2026-09-16,por,reaches_profitability,cac_ref_spend_usd,0.092500,0.370000,0.277500,0.277500
20260916,2026-09-16,por,reaches_profitability,pool_pressure_psi,0.222500,0.201500,-0.021000,0.021000
20260916,2026-09-16,por,reaches_profitability,creator_share,0.191500,0.258500,0.067000,0.067000
20260916,2026-09-16,por,reaches_profitability,creator_cac_rel,0.239500,0.176500,-0.063000,0.063000
20260916,2026-09-16,por,reaches_profitability,pool_uk,0.183000,0.219000,0.036000,0.036000
20260916,2026-09-16,por,reaches_profitability,pool_rel_us,0.190500,0.211500,0.021000,0.021000
20260916,2026-09-16,por,reaches_profitability,pool_rel_in,0.212000,0.219000,0.007000,0.007000
20260916,2026-09-16,por,reaches_profitability,pool_rel_row,0.195000,0.205000,0.010000,0.010000
20260916,2026-09-16,por,reaches_profitability,acq_season_amp,0.211500,0.211000,-0.000500,0.000500
20260916,2026-09-16,por,reaches_profitability,seg_mix_exam,0.193500,0.229000,0.035500,0.035500
20260916,2026-09-16,por,reaches_profitability,seg_mix_alevel,0.201000,0.223500,0.022500,0.022500
20260916,2026-09-16,por,reaches_profitability,acq_pct_of_rev,0.155000,0.214500,0.059500,0.059500
20260916,2026-09-16,por,reaches_profitability,acq_launch_ramp,0.196500,0.231000,0.034500,0.034500
20260916,2026-09-16,por,reaches_profitability,shock_rho,0.214000,0.208000,-0.006000,0.006000
20260916,2026-09-16,por,reaches_profitability,shock_sd,0.192500,0.218500,0.026000,0.026000
20260916,2026-09-16,por,reaches_profitability,school_seats,0.201000,0.223500,0.022500,0.022500
20260916,2026-09-16,por,reaches_profitability,school_gbp_seat_yr,0.202500,0.208500,0.006000,0.006000
20260916,2026-09-16,por,reaches_profitability,school_win_rate,0.211000,0.200500,-0.010500,0.010500
20260916,2026-09-16,por,reaches_profitability,school_rep_pipeline_yr,0.207500,0.216000,0.008500,0.008500
20260916,2026-09-16,por,reaches_profitability,school_renewal,0.216500,0.212000,-0.004500,0.004500
20260916,2026-09-16,por,reaches_profitability,school_cycle_m,0.203500,0.200000,-0.003500,0.003500
20260916,2026-09-16,por,reaches_profitability,us_sales_tax_eff,0.200000,0.195000,-0.005000,0.005000
20260916,2026-09-16,por,reaches_profitability,step_entity_setup_usd,0.197500,0.216500,0.019000,0.019000
20260916,2026-09-16,por,reaches_profitability,step_entity_annual_usd,0.224500,0.201000,-0.023500,0.023500
20260916,2026-09-16,por,reaches_profitability,step_cert_setup_usd,0.203000,0.213500,0.010500,0.010500
20260916,2026-09-16,por,reaches_profitability,step_cert_annual_usd,0.208000,0.205500,-0.002500,0.002500
20260916,2026-09-16,por,reaches_profitability,step_uk_rep_usd_yr,0.199500,0.211500,0.012000,0.012000
20260916,2026-09-16,por,reaches_profitability,step_counsel_initial_usd,0.208500,0.206000,-0.002500,0.002500
20260916,2026-09-16,por,reaches_profitability,step_counsel_market_usd,0.216000,0.197500,-0.018500,0.018500
20260916,2026-09-16,por,reaches_profitability,step_office_usd_head_yr,0.199500,0.188500,-0.011000,0.011000
20260916,2026-09-16,por,reaches_profitability,step_dpia_audit_usd_yr,0.215000,0.201500,-0.013500,0.013500
20260916,2026-09-16,gtm_minimum,terminal_cash,anchor_u,5186249.134511,-5619469.358580,-10805718.493092,10805718.493092
20260916,2026-09-16,gtm_minimum,terminal_cash,price_uk_tut_gbp,-4048701.630015,4055920.650084,8104622.280099,8104622.280099
20260916,2026-09-16,gtm_minimum,terminal_cash,price_uk_sw_gbp,-869933.144436,-845963.707053,23969.437383,23969.437383
20260916,2026-09-16,gtm_minimum,terminal_cash,price_rel_us,-21249.113199,-1031794.627868,-1010545.514668,1010545.514668
20260916,2026-09-16,gtm_minimum,terminal_cash,price_rel_in,-1147139.009944,-617666.276333,529472.733611,529472.733611
20260916,2026-09-16,gtm_minimum,terminal_cash,price_rel_row,-589424.417042,-1725323.884389,-1135899.467347,1135899.467347
20260916,2026-09-16,gtm_minimum,terminal_cash,price_drift_yr,-1808345.563411,1623688.581584,3432034.144995,3432034.144995
20260916,2026-09-16,gtm_minimum,terminal_cash,overage_price_frac,-1656061.766180,900346.136426,2556407.902606,2556407.902606
20260916,2026-09-16,gtm_minimum,terminal_cash,sessions_per_hh_month,-1748960.446273,737780.855000,2486741.301273,2486741.301273
20260916,2026-09-16,gtm_minimum,terminal_cash,sessions_cv,-234249.551522,-1090083.652971,-855834.101449,855834.101449
20260916,2026-09-16,gtm_minimum,terminal_cash,usage_season_amp,-913949.552631,-839211.410909,74738.141721,74738.141721
20260916,2026-09-16,gtm_minimum,terminal_cash,churn_base,4077577.211214,-3805526.943729,-7883104.154943,7883104.154943
20260916,2026-09-16,gtm_minimum,terminal_cash,churn_m1_extra,1591314.301378,-2719327.386449,-4310641.687827,4310641.687827
20260916,2026-09-16,gtm_minimum,terminal_cash,summer_lapse_pre,53157.061692,-1606231.422124,-1659388.483816,1659388.483816
20260916,2026-09-16,gtm_minimum,terminal_cash,progress_continue,-251145.845653,48382.401189,299528.246843,299528.246843
20260916,2026-09-16,gtm_minimum,terminal_cash,alevel_continue,-1110193.777119,412325.786378,1522519.563497,1522519.563497
20260916,2026-09-16,gtm_minimum,terminal_cash,alevel_exit_rate,-185064.344964,-1045985.594841,-860921.249877,860921.249877
20260916,2026-09-16,gtm_minimum,terminal_cash,exam_carryover,-1618238.680190,-527002.222889,1091236.457302,1091236.457302
20260916,2026-09-16,gtm_minimum,terminal_cash,turns_per_session,91690.285242,-1388502.431436,-1480192.716677,1480192.716677
20260916,2026-09-16,gtm_minimum,terminal_cash,tok_in_per_turn,-298209.600779,-1324301.328668,-1026091.727889,1026091.727889
20260916,2026-09-16,gtm_minimum,terminal_cash,tok_out_per_turn,-838531.284588,-1023209.846952,-184678.562364,184678.562364
20260916,2026-09-16,gtm_minimum,terminal_cash,price_in_mtok_usd,-712035.720044,-807958.447746,-95922.727702,95922.727702
20260916,2026-09-16,gtm_minimum,terminal_cash,price_out_mtok_usd,-553510.149552,-1416836.696889,-863326.547338,863326.547338
20260916,2026-09-16,gtm_minimum,terminal_cash,verify_overhead,-85876.146398,-818401.957122,-732525.810724,732525.810724
20260916,2026-09-16,gtm_minimum,terminal_cash,gate_fire_rate,179326.744262,-474104.482805,-653431.227067,653431.227067
20260916,2026-09-16,gtm_minimum,terminal_cash,infer_decline_yr,-680970.692472,-504763.027538,176207.664934,176207.664934
20260916,2026-09-16,gtm_minimum,terminal_cash,support_min_hh_month,-951250.549500,-225633.966662,725616.582837,725616.582837
20260916,2026-09-16,gtm_minimum,terminal_cash,support_usd_hr,-1169302.445695,-1501630.559283,-332328.113589,332328.113589
20260916,2026-09-16,gtm_minimum,terminal_cash,pay_pct,-55075.117455,-444404.028201,-389328.910745,389328.910745
20260916,2026-09-16,gtm_minimum,terminal_cash,pay_fixed_usd,-603352.647015,-691001.870511,-87649.223495,87649.223495
20260916,2026-09-16,gtm_minimum,terminal_cash,hosting_hh_usd,-33903.128020,-958953.264746,-925050.136726,925050.136726
20260916,2026-09-16,gtm_minimum,terminal_cash,verif_cost_usd,-359318.843787,-882392.827739,-523073.983952,523073.983952
20260916,2026-09-16,gtm_minimum,terminal_cash,minutes_per_item,-435115.744532,-1227503.403540,-792387.659008,792387.659008
20260916,2026-09-16,gtm_minimum,terminal_cash,examiner_rate_gbp_hr,-3746.424583,-148761.381362,-145014.956779,145014.956779
20260916,2026-09-16,gtm_minimum,terminal_cash,writer_gbp_item,-117706.596100,-1608158.847617,-1490452.251517,1490452.251517
20260916,2026-09-16,gtm_minimum,terminal_cash,items_per_unit,463425.330387,-866356.934673,-1329782.265060,1329782.265060
20260916,2026-09-16,gtm_minimum,terminal_cash,board_reuse,285793.831826,-642550.921259,-928344.753085,928344.753085
20260916,2026-09-16,gtm_minimum,terminal_cash,market_reuse,-164240.982503,-249032.987084,-84792.004581,84792.004581
20260916,2026-09-16,gtm_minimum,terminal_cash,reval_frac_yr,105855.030733,-462257.897034,-568112.927766,568112.927766
20260916,2026-09-16,gtm_minimum,terminal_cash,eng_usd_yr,791342.123597,-2059866.420344,-2851208.543941,2851208.543941
20260916,2026-09-16,gtm_minimum,terminal_cash,uk_gbp_yr,-129329.781879,-1448112.077354,-1318782.295476,1318782.295476
20260916,2026-09-16,gtm_minimum,terminal_cash,overhead_mult,-535395.716845,-1585358.830099,-1049963.113254,1049963.113254
20260916,2026-09-16,gtm_minimum,terminal_cash,units_per_content_head,-1082695.742233,-1446520.221256,-363824.479023,363824.479023
20260916,2026-09-16,gtm_minimum,terminal_cash,eng_ramp_mult,-202813.786893,-1679559.051538,-1476745.264644,1476745.264644
20260916,2026-09-16,gtm_minimum,terminal_cash,cac_anchor_usd,11849751.627391,-5923492.122506,-17773243.749897,17773243.749897
20260916,2026-09-16,gtm_minimum,terminal_cash,cac_rel_us,-476678.950978,-811725.615846,-335046.664867,335046.664867
20260916,2026-09-16,gtm_minimum,terminal_cash,cac_rel_in,-596219.843033,-668943.850400,-72724.007367,72724.007367
20260916,2026-09-16,gtm_minimum,terminal_cash,cac_rel_row,-130082.820092,-657363.010271,-527280.190179,527280.190179
20260916,2026-09-16,gtm_minimum,terminal_cash,sat_kappa,8398480.329813,-4263236.070236,-12661716.400049,12661716.400049
20260916,2026-09-16,gtm_minimum,terminal_cash,cac_ref_spend_usd,-3684125.379559,4062324.739906,7746450.119465,7746450.119465
20260916,2026-09-16,gtm_minimum,terminal_cash,pool_pressure_psi,-126608.513553,-1590923.260391,-1464314.746838,1464314.746838
20260916,2026-09-16,gtm_minimum,terminal_cash,creator_share,-1850499.875459,773534.805783,2624034.681243,2624034.681243
20260916,2026-09-16,gtm_minimum,terminal_cash,creator_cac_rel,486963.304918,-1187350.805382,-1674314.110300,1674314.110300
20260916,2026-09-16,gtm_minimum,terminal_cash,pool_uk,-4120765.860203,4942061.484815,9062827.345018,9062827.345018
20260916,2026-09-16,gtm_minimum,terminal_cash,pool_rel_us,-1319655.165969,-1211059.812221,108595.353748,108595.353748
20260916,2026-09-16,gtm_minimum,terminal_cash,pool_rel_in,-549286.345197,-828887.060128,-279600.714930,279600.714930
20260916,2026-09-16,gtm_minimum,terminal_cash,pool_rel_row,-78715.474564,-655387.854311,-576672.379748,576672.379748
20260916,2026-09-16,gtm_minimum,terminal_cash,acq_season_amp,-251703.448742,-675875.003993,-424171.555252,424171.555252
20260916,2026-09-16,gtm_minimum,terminal_cash,seg_mix_exam,-1142487.002145,-312751.298749,829735.703396,829735.703396
20260916,2026-09-16,gtm_minimum,terminal_cash,seg_mix_alevel,-605161.301844,66460.764998,671622.066842,671622.066842
20260916,2026-09-16,gtm_minimum,terminal_cash,acq_pct_of_rev,-2052395.236434,-1106177.979941,946217.256493,946217.256493
20260916,2026-09-16,gtm_minimum,terminal_cash,acq_launch_ramp,-561409.638305,438159.936651,999569.574956,999569.574956
20260916,2026-09-16,gtm_minimum,terminal_cash,shock_rho,-783856.093373,-719614.373658,64241.719714,64241.719714
20260916,2026-09-16,gtm_minimum,terminal_cash,shock_sd,-1717133.528431,-412640.575433,1304492.952998,1304492.952998
20260916,2026-09-16,gtm_minimum,terminal_cash,school_seats,-474310.842621,-171093.584081,303217.258540,303217.258540
20260916,2026-09-16,gtm_minimum,terminal_cash,school_gbp_seat_yr,-359862.975032,-720022.871997,-360159.896964,360159.896964
20260916,2026-09-16,gtm_minimum,terminal_cash,school_win_rate,-1167235.820619,-1228965.032015,-61729.211395,61729.211395
20260916,2026-09-16,gtm_minimum,terminal_cash,school_rep_pipeline_yr,-782187.853729,120208.395517,902396.249246,902396.249246
20260916,2026-09-16,gtm_minimum,terminal_cash,school_renewal,-507569.801657,135007.797685,642577.599342,642577.599342
20260916,2026-09-16,gtm_minimum,terminal_cash,school_cycle_m,-763169.307570,-177433.166509,585736.141060,585736.141060
20260916,2026-09-16,gtm_minimum,terminal_cash,us_sales_tax_eff,-598251.753401,-1205657.030764,-607405.277363,607405.277363
20260916,2026-09-16,gtm_minimum,terminal_cash,step_entity_setup_usd,-1200573.975023,-1052543.263154,148030.711869,148030.711869
20260916,2026-09-16,gtm_minimum,terminal_cash,step_entity_annual_usd,-809706.470354,-484620.032588,325086.437766,325086.437766
20260916,2026-09-16,gtm_minimum,terminal_cash,step_cert_setup_usd,-787785.221103,-1010340.070913,-222554.849810,222554.849810
20260916,2026-09-16,gtm_minimum,terminal_cash,step_cert_annual_usd,-942467.948500,83258.027785,1025725.976285,1025725.976285
20260916,2026-09-16,gtm_minimum,terminal_cash,step_uk_rep_usd_yr,-225025.338783,-504586.486125,-279561.147342,279561.147342
20260916,2026-09-16,gtm_minimum,terminal_cash,step_counsel_initial_usd,-806977.841102,-626354.393182,180623.447920,180623.447920
20260916,2026-09-16,gtm_minimum,terminal_cash,step_counsel_market_usd,-105036.005653,-648393.512514,-543357.506861,543357.506861
20260916,2026-09-16,gtm_minimum,terminal_cash,step_office_usd_head_yr,-1468290.276788,-888882.709603,579407.567186,579407.567186
20260916,2026-09-16,gtm_minimum,terminal_cash,step_dpia_audit_usd_yr,-969173.440128,358900.660061,1328074.100188,1328074.100188
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,anchor_u,0.627315,0.369216,-0.258099,0.258099
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,price_uk_tut_gbp,0.451841,0.525312,0.073471,0.073471
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,price_uk_sw_gbp,0.482030,0.528560,0.046529,0.046529
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,price_rel_us,0.502890,0.491523,-0.011367,0.011367
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,price_rel_in,0.495314,0.498692,0.003378,0.003378
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,price_rel_row,0.502488,0.494877,-0.007612,0.007612
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,price_drift_yr,0.474223,0.527604,0.053381,0.053381
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,overage_price_frac,0.488704,0.509493,0.020789,0.020789
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,sessions_per_hh_month,0.479740,0.515372,0.035632,0.035632
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,sessions_cv,0.493230,0.498352,0.005122,0.005122
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,usage_season_amp,0.496221,0.494111,-0.002110,0.002110
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,churn_base,0.578068,0.445687,-0.132380,0.132380
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,churn_m1_extra,0.529609,0.479589,-0.050021,0.050021
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,summer_lapse_pre,0.500857,0.498455,-0.002402,0.002402
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,progress_continue,0.491175,0.509952,0.018777,0.018777
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,alevel_continue,0.492299,0.517431,0.025132,0.025132
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,alevel_exit_rate,0.502035,0.498330,-0.003704,0.003704
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,exam_carryover,0.496976,0.501578,0.004602,0.004602
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,turns_per_session,0.506643,0.493899,-0.012744,0.012744
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,tok_in_per_turn,0.511376,0.493416,-0.017960,0.017960
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,tok_out_per_turn,0.501998,0.498465,-0.003533,0.003533
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,price_in_mtok_usd,0.511256,0.490349,-0.020907,0.020907
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,price_out_mtok_usd,0.506344,0.490307,-0.016037,0.016037
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,verify_overhead,0.509976,0.493135,-0.016841,0.016841
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,gate_fire_rate,0.508719,0.503564,-0.005156,0.005156
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,infer_decline_yr,0.482023,0.504608,0.022585,0.022585
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,support_min_hh_month,0.501542,0.493974,-0.007567,0.007567
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,support_usd_hr,0.488838,0.504723,0.015885,0.015885
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,pay_pct,0.503783,0.486982,-0.016802,0.016802
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,pay_fixed_usd,0.500832,0.487880,-0.012951,0.012951
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,hosting_hh_usd,0.514882,0.493398,-0.021484,0.021484
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,verif_cost_usd,0.509050,0.493988,-0.015062,0.015062
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,minutes_per_item,0.544569,0.454032,-0.090538,0.090538
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,examiner_rate_gbp_hr,0.533354,0.473924,-0.059430,0.059430
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,writer_gbp_item,0.535838,0.449963,-0.085875,0.085875
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,items_per_unit,0.563781,0.442870,-0.120911,0.120911
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,board_reuse,0.497488,0.497190,-0.000298,0.000298
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,market_reuse,0.499629,0.502449,0.002820,0.002820
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,reval_frac_yr,0.523138,0.478993,-0.044145,0.044145
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,eng_usd_yr,0.683401,0.322817,-0.360584,0.360584
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,uk_gbp_yr,0.544685,0.453141,-0.091544,0.091544
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,overhead_mult,0.559470,0.444172,-0.115298,0.115298
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,units_per_content_head,0.494817,0.488522,-0.006295,0.006295
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,eng_ramp_mult,0.599050,0.418613,-0.180437,0.180437
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,cac_anchor_usd,0.682019,0.350169,-0.331850,0.331850
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,cac_rel_us,0.505202,0.504733,-0.000469,0.000469
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,cac_rel_in,0.505669,0.504552,-0.001117,0.001117
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,cac_rel_row,0.501568,0.498606,-0.002961,0.002961
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,sat_kappa,0.552947,0.461223,-0.091724,0.091724
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,cac_ref_spend_usd,0.416317,0.594587,0.178270,0.178270
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,pool_pressure_psi,0.514702,0.500819,-0.013883,0.013883
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,creator_share,0.486281,0.526381,0.040100,0.040100
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,creator_cac_rel,0.520598,0.483437,-0.037161,0.037161
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,pool_uk,0.471152,0.509025,0.037872,0.037872
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,pool_rel_us,0.490236,0.499127,0.008891,0.008891
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,pool_rel_in,0.506416,0.502184,-0.004233,0.004233
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,pool_rel_row,0.489891,0.495125,0.005233,0.005233
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,acq_season_amp,0.497784,0.496822,-0.000961,0.000961
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,seg_mix_exam,0.485809,0.514493,0.028684,0.028684
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,seg_mix_alevel,0.491789,0.513180,0.021391,0.021391
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,acq_pct_of_rev,0.491136,0.483719,-0.007417,0.007417
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,acq_launch_ramp,0.494087,0.497207,0.003120,0.003120
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,shock_rho,0.500019,0.490704,-0.009315,0.009315
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,shock_sd,0.504929,0.501249,-0.003680,0.003680
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,school_seats,0.491261,0.503859,0.012598,0.012598
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,school_gbp_seat_yr,0.501139,0.496832,-0.004307,0.004307
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,school_win_rate,0.487017,0.488428,0.001412,0.001412
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,school_rep_pipeline_yr,0.499505,0.509634,0.010129,0.010129
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,school_renewal,0.508153,0.500980,-0.007173,0.007173
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,school_cycle_m,0.501215,0.493873,-0.007342,0.007342
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,us_sales_tax_eff,0.500239,0.495428,-0.004811,0.004811
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,step_entity_setup_usd,0.489035,0.498372,0.009337,0.009337
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,step_entity_annual_usd,0.510104,0.483587,-0.026516,0.026516
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,step_cert_setup_usd,0.492242,0.504777,0.012535,0.012535
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,step_cert_annual_usd,0.496197,0.507330,0.011133,0.011133
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,step_uk_rep_usd_yr,0.493984,0.503642,0.009658,0.009658
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,step_counsel_initial_usd,0.504941,0.492635,-0.012306,0.012306
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,step_counsel_market_usd,0.510067,0.491358,-0.018708,0.018708
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,step_office_usd_head_yr,0.510813,0.474931,-0.035883,0.035883
20260916,2026-09-16,gtm_minimum,terminal_cash_rank,step_dpia_audit_usd_yr,0.508989,0.493820,-0.015169,0.015169
20260916,2026-09-16,gtm_minimum,peak_funding_requirement,anchor_u,3768607.076888,5787092.128620,2018485.051731,2018485.051731
20260916,2026-09-16,gtm_minimum,peak_funding_requirement,price_uk_tut_gbp,5134785.863611,4578297.932459,-556487.931152,556487.931152
20260916,2026-09-16,gtm_minimum,peak_funding_requirement,price_uk_sw_gbp,4906366.270787,4558848.018161,-347518.252626,347518.252626
20260916,2026-09-16,gtm_minimum,peak_funding_requirement,price_rel_us,4744388.056242,4834939.467411,90551.411169,90551.411169
20260916,2026-09-16,gtm_minimum,peak_funding_requirement,price_rel_in,4783150.244008,4782013.490898,-1136.753110,1136.753110
